Zoning Case: C14-2014-0112
Meeting Date: 2014-11-20T00:00:00.000
Agenda Item: 151
Source URL: http://austintx.swagit.com/play/45649/0/
================================================================================

[0.00s -> 7.00s]  I think we take those together.
[424.00s -> 427.00s]  and there are very grave concerns about flooding out here.
[427.00s -> 432.00s]  And so in discussions with the Oak Park neighborhood we talked about what we could potentially do to help mitigate that
[432.00s -> 436.00s]  not solve the problem because quite frankly our development can't solve that problem.
[436.00s -> 442.00s]  It's a city larger problem but what we are doing is actually detaining the flows with it deepening the pond.
[442.00s -> 449.00s]  So I have people to hear to speak tonight to that and I'll have happy to answer any questions but we'd appreciate your support.
[450.00s -> 456.00s]  I don't have anyone signed up for.
[456.00s -> 459.00s]  Councillor Morrison has a question maybe for you.
[459.00s -> 461.00s]  Michelle I have a question for you.
[461.00s -> 464.00s]  I just was you went through I know you had to talk fast.
[464.00s -> 467.00s]  You went through the what the Oak Hill neighborhood contact team.
[467.00s -> 471.00s]  There was that one slide at 14 please.
[472.00s -> 476.00s]  And I just got as far as number three.
[476.00s -> 483.00s]  That's a city of Austin dedicates a new tax revenue generated by this development to constructing genuine water quality controls
[483.00s -> 486.00s]  at that mitigate prevents flooding.
[486.00s -> 489.00s]  Have you talked to staff about that?
[489.00s -> 493.00s]  Staff has reviewed that and of course could not put that in any of the ordinances.
[493.00s -> 500.00s]  That was actually a nod to the council to let you know that there are flooding concerns out here and they are looking for help to them.
[500.00s -> 505.00s]  So it wasn't directed necessarily at us but they did put that condition in there and they knew that we couldn't.
[505.00s -> 507.00s]  We were honest with them.
[507.00s -> 508.00s]  Right.
[508.00s -> 509.00s]  Right.
[509.00s -> 513.00s]  That would require sort of complicated things to happen.
[513.00s -> 520.00s]  But I guess that does bring up a question and that is what are the and this would be a staff question.
[520.00s -> 528.00s]  I imagine and I bet Jerry's not going to be able to answer it and that is what are the plans that the city has in place right now for.
[529.00s -> 532.00s]  Working on the flooding issues that they're talking about.
[532.00s -> 533.00s]  Watershed staff is here tonight.
[533.00s -> 534.00s]  Oh great.
[534.00s -> 536.00s]  So you can get those questions answered.
[536.00s -> 538.00s]  So that would be my question for Watershed.
[538.00s -> 546.00s]  I didn't even see you hiding back there.
[546.00s -> 557.00s]  So maybe if we could get a map back up there too and you could talk about where the flooding is occurring because I know it's happening in at least a couple of the neighborhoods nearby.
[557.00s -> 561.00s]  So say you go to Assistant Director with the Watershed Protection Department.
[561.00s -> 571.00s]  Staff have been engaged with all the neighborhoods out here over the flooding issues and we have done in-house a preliminary hydrologic and hydraulic study.
[571.00s -> 583.00s]  And we are going to be through our CIP process, hiring a consultant to develop the preliminary engineering solutions for the flooding problems in this area.
[583.00s -> 592.00s]  We're also engaged with all the landowners, frankly, to partner wherever we can to put additional regional ponds starting with this one.
[592.00s -> 600.00s]  But the tract across the street where the tributary traverses, we've met with that landowner as well.
[600.00s -> 604.00s]  So it's going to take a concerted effort to tackle this serious problem here.
[604.00s -> 611.00s]  We have all suburban criteria subdivisions built before there was even criteria in the city of Austin.
[611.00s -> 614.00s]  And we have to retrofit a lot of infrastructure.
[614.00s -> 619.00s]  And we recognize that it is in a very high remote area of Barton Creek.
[619.00s -> 623.00s]  And this has been identified as one of our priority areas.
[623.00s -> 627.00s]  Like many high priority areas in the city, I imagine.
[627.00s -> 637.00s]  But I guess what we've been talking about in another area is there's currently flooding and we want to make sure that new development doesn't make it any worse.
[637.00s -> 641.00s]  A new development can't necessarily solve all the flooding problems.
[641.00s -> 656.00s]  But what have you done or what kind of standards are in place here to address whether or not the stormwater on management on this development is going to be adequate so it doesn't add to the problem.
[656.00s -> 665.00s]  Well, one of the slides presented a plan to over detain, so to speak, beyond our minimum requirements for a minimum level of risk.
[665.00s -> 671.00s]  So that is a start to start taking back the flows that enter these neighborhoods.
[671.00s -> 675.00s]  Okay. So that would be your answer that they're going to actually be capturing.
[675.00s -> 679.00s]  They're building to actually capture more water than is expected to.
[679.00s -> 681.00s]  That is correct. Okay. Thank you.
[681.00s -> 684.00s]  And we'll be getting into the details in the site plan stage of this development.
[684.00s -> 688.00s]  Right. And I see that people are.
[688.00s -> 696.00s]  Okay. We got it.
[696.00s -> 699.00s]  Stand closer to the mic. Okay. Please.
[699.00s -> 703.00s]  Could you just say again what you were so you heard my question though.
[703.00s -> 712.00s]  I presume. Okay. Yes. I said one of the slides presented a plan to over detain for this one particular development.
[712.00s -> 717.00s]  On the bridge of the Barton Creek Williamson Creek areas to over detain.
[717.00s -> 723.00s]  And that starts taking the runoff back or reducing the runoff significantly that enters the neighborhood.
[723.00s -> 729.00s]  So theoretically they will not be adding to the problem with this.
[729.00s -> 731.00s]  Theoretically yes. Okay.
[731.00s -> 735.00s]  And again we're working with other property owners as well to potentially do the same thing.
[735.00s -> 737.00s]  Okay. Okay. Thank you.
[742.00s -> 758.00s]  Okay.
[758.00s -> 762.00s]  Now we'll go to those who are signed up in opposition.
[763.00s -> 766.00s]  Is Carolyn Parker.
[766.00s -> 770.00s]  Carolyn are you against?
[770.00s -> 773.00s]  Are you against? Are you?
[773.00s -> 777.00s]  Okay. Cause you're signed up neutral. So I just want to confirm that.
[777.00s -> 780.00s]  Craig Hatter's Lee here.
[780.00s -> 782.00s]  And Nick.
[782.00s -> 784.00s]  Nicki Swanson.
[784.00s -> 788.00s]  Onica. Got it.
[788.00s -> 791.00s]  So you have up to nine minutes.
[792.00s -> 795.00s]  Thank you.
[795.00s -> 800.00s]  Mr. Mayor members of council. My name is Carolyn Parker.
[800.00s -> 807.00s]  Once upon a time a long time ago I was president of founder and president of Oak Acres Neighborhood Association.
[807.00s -> 813.00s]  Once upon a time a long time ago I was founder and president of the Oak Hill Association of Neighborhoods.
[813.00s -> 819.00s]  And at some point in that once upon a time long ago became a member of the City of Austin Planning Commission.
[819.00s -> 828.00s]  I say this not to say that I'm particularly anybody except but to let you know that this ain't my first rodeo.
[828.00s -> 834.00s]  I've been here before and talked about this this particular case 29 years ago.
[834.00s -> 841.00s]  And so we just need to talk about the past and history just a little bit to have a better sense of what we're trying to deal with today.
[842.00s -> 854.00s]  In October of 1985 in fact October 16th 1985 in the city council minutes for the annexation hearing in Oak Hill.
[854.00s -> 859.00s]  You will find that I mentioned there that was my 15 minutes of fame and so was my husband.
[859.00s -> 864.00s]  Both of us at the time asked for a moratorium on developing Oak Hill.
[864.00s -> 867.00s]  That didn't go down very well.
[867.00s -> 869.00s]  We didn't get a lot of support for that idea.
[869.00s -> 875.00s]  But we did also simultaneously call the council's attention to the issue of drainage.
[875.00s -> 882.00s]  So from the very beginning of our contact and talking to the City of Austin we said yes please annex us.
[882.00s -> 893.00s]  We welcomed our Austin overlords if you will simply because we were looking for help to protect us from all of the development that was beginning to happen in Oak Hill at that time.
[894.00s -> 897.00s]  It was land use that was happening without land use controls.
[897.00s -> 903.00s]  We were fighting to protect our neighborhood only with the benefit of deed restrictions.
[903.00s -> 907.00s]  So we needed and the hope for protection from zoning.
[907.00s -> 914.00s]  We didn't really expect that moratorium but we thought we would get some help as we went along with land use protection.
[914.00s -> 920.00s]  We also thought we would get sewer service by I believe it was promised for 1986.
[921.00s -> 931.00s]  We expected to get meaningful watershed protection and flood control because even though the moratorium word didn't count for a lot with City Council even then.
[931.00s -> 938.00s]  The flooding issue did seem to resonate and immediately staff began to jump on that idea to say that they would help us.
[938.00s -> 948.00s]  Simultaneously or roughly around that same time the patent ranch was being redeveloped to our
[948.00s -> 951.00s]  project.
[951.00s -> 963.00s]  I participated with some of those hats not all of them in the discussions of the preliminary plan and the discussions of the zoning ordinance on through 1985.
[963.00s -> 972.00s]  And I want to share with you very briefly because I think it's important that you understand how basic and fundamental this issue is to our neighborhood.
[972.00s -> 983.00s]  We had some lessons that we learned from that development and there were two things one water flows downhill and two poop floats.
[983.00s -> 989.00s]  Now the reason I bring that second one up is because right around that time we had a major rain event in our area.
[989.00s -> 1001.00s]  We were hoping for those sewer lines we were hoping for land use controls and what we got instead was raw sewage floating down our street because all the septic tanks in the neighborhood just about were failing.
[1001.00s -> 1007.00s]  At that point I contacted one of the agents for one of the developers.
[1007.00s -> 1013.00s]  In those days they sent the young ones out to us to practice.
[1013.00s -> 1015.00s]  Some of them hadn't even passed their bar exams.
[1015.00s -> 1028.00s]  But I found one of them who was foolish enough to have his number listed in the phone directory and called him on Sunday morning and said it's raining, it's flooding and we have poop floating in our, well I didn't say it exactly that way either, but it was floating in our street.
[1028.00s -> 1039.00s]  And that's where we came up on the discussion of the fact that we really needed a regional solution, not just a one tracked by one tracked solution to drainage issues in our area.
[1039.00s -> 1048.00s]  Our houses were being flooded, my husband was out in the middle of the night digging a ditch in the yard to try to divert the runoff from our garage.
[1048.00s -> 1051.00s]  Things were happening that we just really needed some help from.
[1051.00s -> 1066.00s]  And the suggestion that was made and we have then used it every single time we've talked to developers about projects is that we need to have some additional contribution each time a particular development goes forward.
[1066.00s -> 1074.00s]  They need to do a little bit more, just one step further to help mitigate their runoff from our tract.
[1074.00s -> 1082.00s]  In 1985 and 1986, we worked with the Lantana developers, we thought that's a very good place to start on this idea.
[1082.00s -> 1094.00s]  If you could oversize your detention ponds, if you could do some things for us there, at least we would get one step further along in helping us reduce the runoff and the potential flooding in our neighborhood.
[1095.00s -> 1102.00s]  The Lantana project begins at an elevation of 944 feet above sea level.
[1102.00s -> 1112.00s]  My house sits at 780 feet, that's 160 foot drop more or less, and that means that's the importance of that water running downhill.
[1112.00s -> 1116.00s]  The fact that their water is what's going to hit my back porch.
[1117.00s -> 1123.00s]  Their water, however they deal with it, however they channel it, is going to come sometime or other into my house.
[1123.00s -> 1133.00s]  So we were very pleased and happy in 1985 to reach an agreement with the developers of Lantana that they would indeed go that extra step.
[1133.00s -> 1143.00s]  They would oversize their detention pond, they would see that they did their part, not solving the whole problem, but their part to make sure that we got some help.
[1143.00s -> 1147.00s]  It was a win-win. Now we're here 30 years later.
[1147.00s -> 1157.00s]  We finally got sewer lines that was 11 years after they were promised, and that was after the threat of a lawsuit to get them, but we did get the sewer lines.
[1157.00s -> 1164.00s]  And I'm pleased and proud to report that we no longer have poop floating in our neighborhood, but we still have flooding.
[1164.00s -> 1169.00s]  In fact, the water is running downhill and even we've had small efforts by the city.
[1169.00s -> 1176.00s]  We've got culverts going here there and y'all and we've got the humping thing they're doing with the road to make it shift the water flow.
[1176.00s -> 1180.00s]  We had some little improvements and now all of a sudden things are getting worse.
[1180.00s -> 1192.00s]  They're worse because what we're having is runoff that is coming from new development on the Lantana, the original Lantana track,
[1192.00s -> 1200.00s]  and where we had not had floods in years or not had significant floods for a long period of time, we've had three within the past year.
[1200.00s -> 1206.00s]  My neighbors are going to talk to you about those floods and how serious they are, how harmful they have been to our community.
[1206.00s -> 1209.00s]  But what I want to say is that, you know, a deal's a deal.
[1209.00s -> 1219.00s]  A long time ago, negotiated, we thought in good faith to try to see that we would begin to get some help from the property owners at Lantana.
[1219.00s -> 1224.00s]  It sounds like maybe they're doing that again, but it's still not the whole solution.
[1224.00s -> 1227.00s]  We have an addition, a need for a regional solution.
[1227.00s -> 1238.00s]  We asked the city council in 1985, every single opportunity that we've met with city staff or talked to council members, we're talking about our neighborhood floods.
[1238.00s -> 1243.00s]  We have a drainage issue and we get a little bit here, a little bit there.
[1243.00s -> 1250.00s]  Now we're told, actually, that I can't see a timer, so it's making me nervous, so I don't know how much longer I have.
[1250.00s -> 1254.00s]  I'm just trying to keep barreling on there. One minute? Okay.
[1254.00s -> 1260.00s]  We're told that there is something called the Gaines Creek Watershed Study.
[1260.00s -> 1265.00s]  This is for a drainage ditch in our neighborhood. We were told never was a creek, wasn't real, didn't have to worry about it.
[1265.00s -> 1268.00s]  Oh, there you go. Okay. Thank you.
[1268.00s -> 1280.00s]  And now suddenly it's a tributary. We're glad it's a tributary, because now we think that you might take it seriously, and we might get some actual watershed protection, because it's a source of some of the flooding in our neighborhood.
[1280.00s -> 1287.00s]  The problem is you're studying it, and you've been studying it for a long time, and we're not seeing any results from the study.
[1287.00s -> 1298.00s]  And here we have another development project coming up on that same very sensitive area above upstream from our neighborhood, and what are we going to get?
[1298.00s -> 1306.00s]  We're going to get more flooding for the new development if we don't do some mitigation now, but we're going to have continued problems if we don't get this study completed.
[1306.00s -> 1313.00s]  We hear that the study is partially completed, but it seems like it's going to take a lot longer.
[1313.00s -> 1320.00s]  We thought it was going to be completed this year, and now I'm hearing we're going to start phase two sometime next year.
[1320.00s -> 1321.00s]  What do we want?
[1321.00s -> 1327.00s]  Either vote no on this case, or do some things that will help mitigate for us what the runoff will be.
[1327.00s -> 1341.00s]  Put some requirements in the ordinance that talk about the need to reduce the flow of water from that development, from the Lantana development, in a way that is not going to adversely affect us and get the study finished.
[1341.00s -> 1346.00s]  Thank you.
[1346.00s -> 1352.00s]  Next speaker is Dwayne Cobb.
[1352.00s -> 1356.00s]  Robert Wiley here.
[1356.00s -> 1360.00s]  Okay, so you have six minutes.
[1371.00s -> 1384.00s]  Good morning.
[1384.00s -> 1393.00s]  My name is Dwayne Cobb, and I have lived in Oak Acres and Oak Hill for 42 years.
[1393.00s -> 1403.00s]  The fact that there's many of us here that have been here for eight to 12 hours shows how important this is to us.
[1403.00s -> 1407.00s]  We've been dealing with it for more than 30 years.
[1407.00s -> 1421.00s]  We are asking that this and other developments, including changing zoning to higher densities and approving permits be halted in the area south, east, and southeast from Rialto Boulevard.
[1421.00s -> 1446.00s]  To highways 290 west, 71 west, and the way of some creek watershed and the Gange Creek watershed, which Martin Springs zone until the watersheds protection study is completed and actions, including corrective actions are taking and completed for stopping the well over 30 years of flooding,
[1446.00s -> 1456.00s]  at least in the Oak Acres and the Oak Park subdivisions, as well as the Harper part track, which is sandwiched between them.
[1456.00s -> 1471.00s]  Meteorologists frequently refer to central Texas as being the most flood prone, flash flood prone area in the United States, largely because of Williamson Creek overflow.
[1471.00s -> 1476.00s]  Oak Hill is another onion creek disaster in the making.
[1476.00s -> 1482.00s]  I repeat, Oak Hill is another onion creek disaster in the making.
[1482.00s -> 1497.00s]  The city of Austin was made well aware of not only flash flooding, but also widespread general flooding in the Oak Hill area, and especially in these two subdivisions,
[1497.00s -> 1512.00s]  before the city started annexing the Oak Hill area in the 1980s, yet the city has done virtually nothing in over 30 years that even reduces the flooding problems.
[1512.00s -> 1533.00s]  In fact, I believe it was 1982 since City Council called a special meeting at the last minute to talk about annexing Oak Hill, and a council member stated that it was to control growth and to get a tax base.
[1533.00s -> 1546.00s]  We were promised sewers, flood control and a lot of other things, and stated before that we have to fight for it ever been.
[1546.00s -> 1552.00s]  In the Oak Acres subdivision, flooding has got significantly worse with recent construction upstream.
[1552.00s -> 1563.00s]  Some homes were flooded three times in the last 12 months from Gaines Creek and our sheet run off from the northwest developments.
[1563.00s -> 1575.00s]  It is my understanding that Oak Acres has plotted just after World War II, making it the oldest residential subdivision in Oak Hill, and houses are still being built in Oak Acres.
[1575.00s -> 1585.00s]  The land typically slopes downward from the west and northwest to the east and southeast, and about 85% of the subdivision.
[1585.00s -> 1592.00s]  The remaining slopes downward from highways to 1971 west on the south to the creek.
[1592.00s -> 1609.00s]  Every lot has flooding issues from either being in the floodplain or from sheet run off, flooding from the west, northwest, and the runoff originates right where this project is located.
[1610.00s -> 1615.00s]  Some of it is via Gaines Creek tributaries, and some of it is sheet run off.
[1615.00s -> 1624.00s]  Both need to be channeled and to at least 50% oversized slow release detention ponds.
[1624.00s -> 1636.00s]  The run offs through, and from Oak Park on the west and St. Andrew School to the northwest wind up contributing to the flooding of houses in Oak Acres.
[1636.00s -> 1638.00s]  Downtown Oak Hill.
[1638.00s -> 1647.00s]  Downtown Oak Hill can be a major flood disaster as evidenced by the destruction of the baseball fields on the south side of the highway.
[1647.00s -> 1665.00s]  All it takes is Williamson Creek to overflow its bank on the north side of the highway bridge at Peyton Ranch Road to flood businesses on the north side of the highway and then overflow into the Gaines Creek floodplain.
[1666.00s -> 1681.00s]  The city's floodplain info map on the internet is incomplete in this area as evidenced by a 45 degree straight line across the shopping centers flat parking lot on the north side of the highway.
[1682.00s -> 1691.00s]  It's evident to me that the way of some creek floodplain will connect to the Gaines Creek floodplain behind the buildings.
[1691.00s -> 1699.00s]  When it does, it will raise the water level in the Gaines Creek floodplain to greater than the 100 year projections.
[1699.00s -> 1710.00s]  Furthermore, the map does not indicate that there was ever a model footprint done for the Gaines Creek floodplain as was done apparently for all the other floodplains
[1710.00s -> 1715.00s]  in the city so that what is shown might be suspects.
[1715.00s -> 1724.00s]  Again, ponds need to be at least 50% oversized with slower release ever heard in the Oak Hill area.
[1724.00s -> 1737.00s]  The Southwest Medical Center project, which is recently completed, does have its own problems with the ponds.
[1738.00s -> 1744.00s]  I looked at the city's floodplain deal.
[1748.00s -> 1749.00s]  Cardon?
[1749.00s -> 1751.00s]  Thank you, your time has expired.
[1751.00s -> 1752.00s]  I'm sorry, I got it.
[1752.00s -> 1754.00s]  Your time has expired.
[1754.00s -> 1756.00s]  Okay, thank you.
[1756.00s -> 1758.00s]  Tiffany Wu.
[1768.00s -> 1772.00s]  Good morning, Mr. Mayor.
[1772.00s -> 1776.00s]  Ms. Mayor, board members of the council, I admire your endurance.
[1776.00s -> 1783.00s]  My name is Tiffany Wu, and I, in addition to Bill Warren, who I think was registered as well to speak, but he had a leave.
[1783.00s -> 1792.00s]  We represent Lantana Ridge Apartments, and they happen to share a common boundary line with the track 28 proposed development.
[1792.00s -> 1803.00s]  So my comments here today, you know, echo some that you've already heard and also apply to this item 150 and 151, and I know 152 has been postponed.
[1803.00s -> 1816.00s]  So on behalf of my client, we urge you to consider leaving open the public comment simply that for the second and third readings on these two items.
[1816.00s -> 1822.00s]  This is just due to the nature of the proposal itself as it currently stands.
[1822.00s -> 1828.00s]  Council for the applicant did mention some language such as this map is conceptual.
[1828.00s -> 1835.00s]  You know, the ordinance is not finalized yet, and details will be in the site plan to follow.
[1835.00s -> 1841.00s]  And my client has questions, and unfortunately, those answers are just not finalized yet.
[1841.00s -> 1849.00s]  And so above all, if not anything, we urge this council to leave that public comment available.
[1849.00s -> 1854.00s]  You've heard issues of flood concerns, and that is certainly one that we share.
[1854.00s -> 1865.00s]  The shared boundary line happens to be one of the lowest points for the track 28, and logically a detention pond would be featured there.
[1866.00s -> 1877.00s]  However, how close to the boundary line they can actually build remains to be still speculative at this point from our discussions with city planning, namely Maureen and Lee.
[1877.00s -> 1893.00s]  In addition, increased traffic flow is, of course, a consideration, and I understand Council for the applicant also said development on Eiger would be pending whatever traffic improvements would be implemented.
[1893.00s -> 1896.00s]  That is still up for discussion as well, apparently.
[1896.00s -> 1906.00s]  And the ordinance is not finalized yet, and I understand, as proposed currently, the height allowance would be 60 feet.
[1906.00s -> 1916.00s]  However, sitting down with Maureen and Lee, and they really helped educate us on the average grading that is used to calculate the height.
[1917.00s -> 1927.00s]  It seems to be that some points of a particular building could in fact exceed 60 feet, so long as average winds up to be 60.
[1927.00s -> 1939.00s]  And above all, like I said, we urge you to leave that public comment open just because everything is still up in the air and hasn't been finalized yet.
[1939.00s -> 1956.00s]  We have been in talks with applicants, council, and addition, and we firmly believe that all these concerns can be worked out just so long as we have that opportunity and to be able to avoid our concerns at a later date.
[1956.00s -> 1957.00s]  Thank you.
[1957.00s -> 1960.00s]  William Warren.
[1960.00s -> 1962.00s]  Not here.
[1962.00s -> 1965.00s]  Sheila Vivian.
[1966.00s -> 1970.00s]  Good morning. Thank you for your time.
[1970.00s -> 1987.00s]  My name is Sheila Vivian, and I've owned my home in O'Gaker since 1999, and I can assure you there's nothing theoretical about the potential flooding from these developments, especially because I've lived there for 16 years now, and only in the last year has my home personally flooded.
[1988.00s -> 1996.00s]  Our house flooded in October 12, 2013, and we had about $15,000 worth of damages at that time.
[1996.00s -> 1998.00s]  Of course, this is somewhat of an anomaly.
[1998.00s -> 2002.00s]  It was the 13 inches of rain at that time, not normal for the area.
[2002.00s -> 2010.00s]  And it wasn't until September 17 of this year when we got four inches of rain, which had frankly almost a similar impact.
[2011.00s -> 2020.00s]  I had water encroached all the way up to the back of my door, and another inch or two without a doubt would have had water back into my home.
[2020.00s -> 2029.00s]  This has ultimately prompted us hiring a drainage company to attempt to alleviate any further damage to our home at a cost of about $6,000.
[2029.00s -> 2038.00s]  November 4 of this year, we purchased $300 of alternative sandbags to divert water from entering into our home.
[2038.00s -> 2045.00s]  In preparation for the anticipated rain on November 5, which ultimately ended up, you know,
[2045.00s -> 2049.00s]  trinkling the best kind of rain that we could possibly hope for in Austin.
[2049.00s -> 2055.00s]  I have lived in my home since 1999, and it has never flooded until this past year.
