Zoning Case: C14-2010-0118
Meeting Date: 2010-10-28T00:00:00.000
Agenda Item: 61
Source URL: http://austintx.swagit.com/play/45427/0/
================================================================================

[0.00s -> 12.36s]  Thank you, Mayor and Council, that brings us to item number 61, this is case C-14-2010-0118.
[461.92s -> 465.56s]  Every time, 50 times a day, 110 decibels.
[466.52s -> 468.80s]  By comparison, this is a jet engine.
[468.80s -> 476.88s]  So the people who have chosen to live in those single family homes and multi family have a jet engine outside of their windows 50 times a day.
[478.32s -> 488.08s]  By comparison, we don't anticipate having any live outdoor music, which we will prohibit, and having only ambient patio music.
[488.08s -> 492.72s]  This site is also fully parked.
[492.72s -> 497.56s]  There will be no variances requested on the site in any way, shape, or form, including parking, period.
[498.60s -> 504.08s]  In addition, there are a number of curb cuts that will need to be rebuilt.
[504.08s -> 511.36s]  And this will now prohibit cars from cutting through this particular corner and bypassing the light at Heather Street and Southamore.
[511.36s -> 518.48s]  Further, Austin's Pizza is located immediately to the north, and we've been exploring.
[518.48s -> 527.32s]  Leasing there, parking on an after hours basis, which would provide an additional 30 something spots between the hours of 11 and 2, which is Austin's Pizza's closing time.
[527.32s -> 533.64s]  In addition, Austin's Pizza and Crossroads have begun the discussion of opening what's called a house account,
[533.64s -> 540.08s]  whereby a patron of crossroads could order a slice of pizza, a burger, a kazone, what have you.
[540.08s -> 546.84s]  And that food appear on your crossroads bill, so the disjointed nature of some of the trailers and
[546.84s -> 554.32s]  cocktail launches wouldn't exist here as you would have the feeling of food as an active component of this establishment.
[556.92s -> 564.08s]  Lighting is a non-issue, my client, the applicant, and I'm sorry, the applicant does not live in the neighborhood.
[564.08s -> 568.40s]  The operator of this establishment lives two blocks away, this is a real issue for him.
[568.40s -> 576.24s]  The dark sky initiative is a big deal, there will be no light pollution through uses of cone lighting and other shading so that the light doesn't exceed the property line.
[578.28s -> 583.24s]  Finally, part of operating a commercial establishment inside a neighborhood is that you need to be a good neighbor.
[583.24s -> 589.92s]  Part of the job description of bus boys will be to run from Southamore to the railroad track, picking up litter, whos ever it may be.
[589.92s -> 596.00s]  All bartenders will be TABC certified, and there will always be doorman during peak operating hours.
[596.00s -> 605.84s]  In addition, if the city is so inclined, my clients have began exploring the ability of putting trees in the right of way, which would protect the shade on the patio during the western sunsets.
[609.16s -> 617.52s]  As we wrap up, I just wanted to show you guys the property that we're talking about from different angles so we can see what it looks like today and what it's going to look like.
[617.52s -> 621.72s]  This is a beautification of what is now an eyesore in Sal Austin.
[622.12s -> 629.92s]  The user is going to invest in the neighborhood of half a million dollars to rehabilitate this particular parcel of property.
[629.92s -> 634.08s]  This is something that would bring this particular property back into commerce.
[636.08s -> 644.08s]  We've actively mitigated parking, noise, security, lighting, and we've prohibited live outdoor music.
[644.08s -> 650.36s]  We're collaborating with neighbors to encourage commerce in Sal Austin, and we've had support by city staff.
[650.36s -> 654.68s]  And we were also given an I know approval by the Planning Commission.
[654.68s -> 659.92s]  I hope that you will also support this particular zoning change so that crossroads may proceed.
[659.92s -> 660.68s]  Thank you very much.
[664.68s -> 673.40s]  So as I understand it, the only difference this zoning request makes to you is that you don't have to sell 50% food.
[673.40s -> 678.00s]  50% of your revenue doesn't have to be from food if you get to CS1.
[678.00s -> 684.52s]  There is one additional benefit that doesn't really apply in this case, and that regards decibel levels of the property line.
[685.96s -> 690.20s]  I counsel member Morrison, I know we'll be able to tell me this off the top of our head.
[690.20s -> 696.32s]  I believe it is 85 decibels for a cocktail lounge, and it is 65, 74 restaurant.
[697.76s -> 705.56s]  The applicant has no problems, including that same restriction, because the music intended to be played on the patio will be a speaker about yay big.
[705.56s -> 710.84s]  And it's supposed to be ambient, and the intention here is to just provide some music for people to sit on a patio,
[710.84s -> 715.20s]  not blur it out, because this isn't the kind of place that needs to be.
[716.56s -> 722.20s]  You would be willing to include that additional, so the music would be limited to 60.
[722.20s -> 725.76s]  The noise would be limited to 65 dB at the property line.
[725.76s -> 727.24s]  Yes.
[727.24s -> 727.92s]  That's where we're spelling.
[728.76s -> 733.48s]  I'd like to congratulate you on a very well laid out presentation.
[733.48s -> 738.12s]  As one asks, is that big five, an invention of yours, or is that a term of art in the industry?
[738.12s -> 747.36s]  It is an invention of mine, but admittedly it came from the progression of a negotiation that we did with Zilker and
[747.36s -> 750.96s]  Bolden when we rezoned Gibson Street, because all of those were issues.
[750.96s -> 757.32s]  And as I've represented other establishments around the city, the same issues keep coming up, and they're all very valid.
[757.32s -> 763.60s]  So the big five are mine, but I have to say that Zilker and Bolden hadn't had a hand in it as well.
[763.60s -> 770.60s]  The big five, as you probably know, are the big animals you find in South Africa when you're on safari.
[770.60s -> 777.80s]  And noise, and lighting, and live outdoor music look a whole lot like rhinos and elephants from where we sit too.
[777.80s -> 778.72s]  And they are.
[778.72s -> 779.32s]  Thank you.
[779.32s -> 780.72s]  Thank you.
[780.72s -> 783.76s]  I remember that from my last safari.
[783.76s -> 790.76s]  That's where we're worse than.
[790.76s -> 791.76s]  Thanks, Karim.
[791.76s -> 792.76s]  I have one question.
[792.76s -> 797.76s]  You mentioned public restrictive covenant that anyone can enforce.
[797.76s -> 812.76s]  When we talk about a public restrictive covenant, we're usually talking about one sign between the property owner and the city that's in our city documents or there's also what I know is private restrictive covenants filed at the courthouse.
[812.76s -> 815.76s]  Which are you talking about?
[815.76s -> 825.76s]  By example, for instance, Terry Town has a number of older restrictive covenants that were unilaterally filed by the developer.
[825.76s -> 827.76s]  Oh, private. The answer is private.
[827.76s -> 833.76s]  But it wouldn't be between any two individuals. It would be between the property owner and the public.
[833.76s -> 838.76s]  So anyone could come in and sue underneath it to enjoy the activity.
[838.76s -> 842.76s]  I just want to clarify. It's not a public risk. It's not something that the city is entering into.
[842.76s -> 843.76s]  Correct.
[843.76s -> 844.76s]  Thanks.
[844.76s -> 845.76s]  It is actually a private.
[845.76s -> 847.76s]  It is, in fact, private.
[847.76s -> 848.76s]  Yeah.
[848.76s -> 851.76s]  Further questions of the applicant?
[851.76s -> 857.76s]  I guess it's a private public restrictive covenant.
[857.76s -> 858.76s]  Okay. Thank you.
[858.76s -> 859.76s]  Thank you.
[859.76s -> 861.76s]  We'll go to those in opposition.
[861.76s -> 865.76s]  Beginning with Lorraine Atherton.
[866.76s -> 871.76s]  Welcome, Lorraine. You have three minutes.
[871.76s -> 877.76s]  Hello, Lorraine Atherton with the Zilker Neighborhood Association.
[877.76s -> 894.76s]  I'd like to thank you all for postponing this for a month so that we could meet with our neighborhood and reopen our discussions of corridor planning in general on South Lamar.
[894.76s -> 898.76s]  It has really helped a lot.
[898.76s -> 906.76s]  I've sent you emails, all emails earlier today.
[906.76s -> 923.76s]  The highlights are that the neighbor's response to our request for guidelines regarding this sort of redevelopment on South Lamar was overwhelming in its recognition that we don't need more bars.
[924.76s -> 930.76s]  We don't need more, especially more CS1 type bars.
[930.76s -> 949.76s]  And that the proliferation of these businesses that are released from the restrictions of restaurants, providing kitchens and so forth,
[949.76s -> 958.76s]  allow them to compete with established businesses, intensify traffic and parking problems for both residents and businesses.
[958.76s -> 972.76s]  And especially they eliminate many of the opportunities for housing and small retail businesses that we have been trying to encourage in our vertical mixed use and other plans.
[972.76s -> 985.76s]  So as a result, the ZNA membership voted on Monday to oppose the rezoning to CS1 of any properties within a thousand feet of an existing CS1 property.
[985.76s -> 995.76s]  There are already two CS1 properties right across the street from this location, and so ZNA can't support this rezoning request.
[996.76s -> 1012.76s]  My attachments included a detailed argument against the rezoning based just on the history of planning and zoning decisions for this immediate area.
[1013.76s -> 1029.76s]  In 2004, I believe the zoning and planning commission actually recommended that this entire block along Evergreen be downzoned to general retail mixed use.
[1029.76s -> 1035.76s]  And we think that was a really good plan.
[1035.76s -> 1048.76s]  There's also an outline of the factors that ZNA would consider if we continued to try to engage the applicant in site plan negotiations as suggested by the planning commission.
[1048.76s -> 1068.76s]  If you, those are actually laid out in the big five, broken down in the big five, and I would be happy to answer any questions about that.
[1068.76s -> 1071.76s]  Any questions for Ms. Atherton?
[1071.76s -> 1073.76s]  Thank you, Laurie.
[1073.76s -> 1077.76s]  Next speaker is Bill Neal.
[1077.76s -> 1082.76s]  Bill, you have three minutes.
[1082.76s -> 1083.76s]  Thank you.
[1083.76s -> 1086.76s]  I'm Bill Neal with the Zilker Neighborhood Association.
[1086.76s -> 1100.76s]  I live on Kinney Avenue, and a few years ago, the property adjacent to the one we're talking about today was playing live music without a permit Austin pizza.
[1101.76s -> 1107.76s]  And I don't know what the decibel level was, but I can hear it inside my house on Kinney Avenue.
[1107.76s -> 1122.76s]  And when it comes to mitigating sound, the proposal is to point the speakers in the westward direction.
[1122.76s -> 1127.76s]  And when you think about where Lamar is, it's starting to curve to the west.
[1127.76s -> 1137.76s]  So the southeast wind, southeast breeze is going to carry that sound across a huge parking lot where a caliber of collision repair is,
[1137.76s -> 1145.76s]  pass some metal buildings, or else go through a church giant field on Kinney Avenue.
[1145.76s -> 1149.76s]  The formerly the Baptist church there now is just the Christian church.
[1149.76s -> 1159.76s]  So, and I can tell you that having been on the flipnautics deck, I can hear the live music across the street from some of those venues,
[1159.76s -> 1161.76s]  even though they're playing 70 decibels.
[1161.76s -> 1165.76s]  It's surprising how loud 70 decibels sounds.
[1165.76s -> 1169.76s]  It's not like 62 decibels conversation.
[1169.76s -> 1171.76s]  It's actually quite loud.
[1171.76s -> 1176.76s]  Standing in the Olivia parking lot, the restaurant at Lamar and Oldtor,
[1176.76s -> 1180.76s]  the sound from Opa is actually quite loud.
[1180.76s -> 1188.76s]  So that's something to consider, that if you approve the CS1,
[1188.76s -> 1194.76s]  you're going to be allowing sound to be carried across an area that arguably,
[1194.76s -> 1198.76s]  like in the sustainable wave situation, amplifies the sound.
[1198.76s -> 1203.76s]  The concession to not play as an outdoor music venue is not much of a concession,
[1203.76s -> 1207.76s]  because as a cocktail lounge, they can get 85 decibels approved.
[1207.76s -> 1211.76s]  And from what I've seen from the Planning and Development Review Department,
[1211.76s -> 1213.76s]  that is pretty much a done deal.
[1213.76s -> 1219.76s]  You submit your application, and unfortunately, a lot of the factors that the code requires consideration of,
[1219.76s -> 1223.76s]  they just don't seem to have much traction for whatever reason.
[1223.76s -> 1228.76s]  Also, I have a question about this covenant with the public.
[1228.76s -> 1232.76s]  From a legal standpoint, I mean, is this revocable?
[1232.76s -> 1237.76s]  Some of you said at the end that it was a private covenant, well, it's not,
[1237.76s -> 1240.76s]  and Corrine did not correct that misstatement.
[1240.76s -> 1248.76s]  I'm just very, very vague on how much enforceability this thing would have.
[1248.76s -> 1252.76s]  And we're talking about music, and it's kind of a subjective thing.
[1252.76s -> 1257.76s]  I mean, how do you, we would have to go to court at our expense,
[1257.76s -> 1259.76s]  and I guess I'm running out of time here.
[1259.76s -> 1261.76s]  Also, I want to just talk about the train.
[1261.76s -> 1267.76s]  The implication is if you live next to a train track, you're okay with other kinds of loud music.
[1267.76s -> 1274.76s]  I can hear the train at night, but it's just a very different type of sound than bass and drums inside your house.
[1274.76s -> 1277.76s]  Also, there's 50 times a day of blaring.
[1277.76s -> 1282.76s]  Well, I'm at work during the day. I'm here on my work time.
[1282.76s -> 1284.76s]  And that was your time.
[1284.76s -> 1286.76s]  Thank you. Any questions?
[1286.76s -> 1297.76s]  Well, I would like for this to be clarified, the covenant, the private or public refers, the public refers to government involvement.
[1297.76s -> 1304.76s]  So it's a private covenant that means it's between private individuals and the property owner.
[1304.76s -> 1307.76s]  Public covenant, then the city gets involved also.
[1307.76s -> 1311.76s]  So I'm still not sure exactly what we're talking about here.
[1311.76s -> 1313.76s]  We intend to resolve that.
[1314.76s -> 1323.76s]  The other thing is I think you heard the applicant say that he was willing to use CS noise limitations,
[1323.76s -> 1329.76s]  and I'm going to wonder if that can be incorporated as a CO instead of a covenant.
[1329.76s -> 1331.76s]  I'll ask that question in a minute. Thank you.
[1331.76s -> 1332.76s]  Thank you.
[1332.76s -> 1336.76s]  And now three minutes for rebuttal.
[1336.76s -> 1340.76s]  Thank you very much.
[1341.76s -> 1348.76s]  If it makes the Zocal Neighborhood Association feel better, we can just limit the restrictive covenant to only be with them.
[1348.76s -> 1352.76s]  I thought it would be wiser to let anybody sue us if we violated.
[1352.76s -> 1356.76s]  But if they want to just be the only ones that can do it, fine.
[1356.76s -> 1359.76s]  We'll just let them be the only people that can sue us.
[1359.76s -> 1362.76s]  Oh, let me just say that.
[1362.76s -> 1366.76s]  Regarding a private restrictive covenant, we're not a party to that.
[1366.76s -> 1369.76s]  It can't be a condition of our approval or disapproval.
[1369.76s -> 1373.76s]  Public restrictive covenant is different.
[1373.76s -> 1383.76s]  I guess my only response is if this vote is contingent upon this restrictive covenant that is going to be used to limit some of the uses on the property,
[1383.76s -> 1390.76s]  and the neighborhood's concern is that they question the enforceability of the document because they feel like,
[1390.76s -> 1396.76s]  because they question the veracity of the document, then we can use a form that they're comfortable with,
[1396.76s -> 1400.76s]  which is a purely private restrictive covenant only with Zilker.
[1400.76s -> 1408.76s]  And the reason that we went away from that was because we didn't want to only give the Zilker Neighborhood Association the right to come sue us.
[1408.76s -> 1414.76s]  We wanted to give anyone the right to come sue us if we were violating the restrictive covenant,
[1414.76s -> 1418.76s]  because the intention is to not play Lev Outdoor Music.
[1418.76s -> 1425.76s]  So if this is causing the Zilker Neighborhood Association hard burn, then we'll just do what they want.
[1425.76s -> 1432.76s]  As it pertains to, I'm done. Thank you.
[1432.76s -> 1433.76s]  Thank you.
[1433.76s -> 1440.76s]  I got a question for Mr. Guernsey.
[1440.76s -> 1448.76s]  Would it be possible to incorporate the CS noise limitations into the CS1 zoning as a CO?
[1448.76s -> 1452.76s]  Well, CS doesn't really have a noise limitation per se.
[1452.76s -> 1463.76s]  If you're asking, we could do a public restricted covenant enforceable by the city to limit the decibel level if that's your intent.
[1463.76s -> 1467.76s]  That could be done through a public covenant.
[1467.76s -> 1475.76s]  Mr. Jar's client would have to agree to enter into that, but if that's what you're looking for.
[1476.76s -> 1482.76s]  I thought I just heard him say that if it were zoned CS, he'd be limited to 65.
[1482.76s -> 1486.76s]  If it was used as a restaurant, you're limited to 70 decibels.
[1486.76s -> 1490.76s]  And if you're used as a cocktail lounge, you're allowed up to 85.
[1490.76s -> 1495.76s]  But that's not necessarily in the zoning ordinance.
[1495.76s -> 1502.76s]  By way of a cocktail lounge, there's a reference to 70 decibels in the zoning regulations.
[1502.76s -> 1507.76s]  But if there's a desire to do that, we can certainly do a public restricted covenant and that would be enforceable.
[1507.76s -> 1513.76s]  I would probably turn to a little bit and talk to law about that.
[1513.76s -> 1516.76s]  If that's your desire, we can pursue that for first reading.
[1516.76s -> 1522.76s]  If you want to go for it a day and we can talk to law before second third and see if we can do it by covenant or by public restricted covenant.
[1522.76s -> 1524.76s]  By CEO or public restricted.
[1524.76s -> 1525.76s]  Thanks, Greg.
[1525.76s -> 1529.76s]  Anything else for staff?
[1530.76s -> 1539.76s]  So, we're open for discussion or action on this item.
[1539.76s -> 1545.76s]  I'm given to understand that we've got two issues associated with the noise.
[1545.76s -> 1555.76s]  One of them is whether or not the neighborhood would have the ability to enforce 70 decibels or any other decibel level.
[1555.76s -> 1558.76s]  Or whether that could only be done by the city.
[1558.76s -> 1563.76s]  I'd like guidance from Greg or from legal counsel.
[1563.76s -> 1573.76s]  Which of the variable instruments, which of the instruments available to us would be most easily enforceable by the neighbors?
[1573.76s -> 1574.76s]  By the neighborhood?
[1574.76s -> 1580.76s]  If the neighborhood, if somebody's walking past the street and here's 85 decibels coming out of this place,
[1580.76s -> 1585.76s]  what instrument would make it easiest for them to get them to turn it down?
[1585.76s -> 1591.76s]  Call code compliance and then get APD to go out there and have a decibel meter and check it.
[1591.76s -> 1604.76s]  It would probably be more easy for them to make that phone call than to have someone from the neighborhood association come out with a meter and then keep a logbook and then take them to court via the covenant.
[1604.76s -> 1610.76s]  I would imagine making a call of 311 and APD would be easier for them.
[1610.76s -> 1619.76s]  So making this a public restrictive covenant, and they could not be a conditional overlay because this is decibel levels are not covered in zoning, am I right?
[1619.76s -> 1621.76s]  Well, and we'll check with law.
[1621.76s -> 1626.76s]  I would say it would probably be in a public restrictive covenant, be an appropriate place for that.
[1626.76s -> 1633.76s]  I think that's actually been done before on some other bars that are in the downtown area, I think.
[1633.76s -> 1637.76s]  But we can work with law if that's your desire to prove this on first reading today.
[1637.76s -> 1649.76s]  Whatever mechanism we could bring that back in the form of a public priesthood covenant that would present to just Minister Ajar and his clients or we put that into ordinance, whatever we can work with law to come up with.
[1649.76s -> 1651.76s]  Council Member Feckin, comment on that?
[1651.76s -> 1652.76s]  Please.
[1652.76s -> 1666.76s]  To me, it would be much more advantageous to the neighborhood to have a public restricted covenant because then they could send, like any violation of the law, they could simply call the city and say, somebody's violating the law here,
[1666.76s -> 1671.76s]  and it would be the city's financial and enforcement responsibility, a private covenant.
[1671.76s -> 1676.76s]  It would be their responsibility to go out and get a lawyer and enforce that.
[1676.76s -> 1679.76s]  So I just think it'd be better for the neighborhood to have a public covenant.
[1679.76s -> 1688.76s]  Well, they'd also have to find some way of proving that the decibels were over 70, and that would mean somebody has to have a decibel meter in the neighborhood and so on.
[1688.76s -> 1691.76s]  I got another issue, if I could, Mayor, that makes good sense to me.
[1691.76s -> 1694.76s]  That's the issue of reversibility.
[1694.76s -> 1705.76s]  If there is a public restrictive covenant that we sign and the owner signs, then could that not be changed by some future city council at any time?
[1705.76s -> 1706.76s]  Yes.
[1706.76s -> 1714.76s]  A public restricted covenant or zoning could be altered in the future by other city councils.
[1714.76s -> 1724.76s]  Usually our covenants are written, so they run with the land, so even if Mr. Jar's client decides to sell the property to somebody else,
[1724.76s -> 1728.76s]  then that covenant would remain in place because it would run with the land.
[1728.76s -> 1738.76s]  So it's not so much of an issue of staying in place whether the bar is under the same ownership management in the future.
[1738.76s -> 1743.76s]  It's more of, if there's a desire, the property can come forward and ask to amend the covenant.
[1743.76s -> 1750.76s]  The city council could come back and also amend the covenant because they would be the two parties that involve the city and the owner.
[1750.76s -> 1758.76s]  If, on the other hand, the owner were engaged in a private restrictive covenant with, for example, the Zilker neighborhood,
[1758.76s -> 1765.76s]  then that restrictive covenant could only be changed with the acquiescence or agreement of the neighborhood,
[1765.76s -> 1769.76s]  the other party to the restrictive covenant and wouldn't have to involve us.
[1769.76s -> 1770.76s]  That's correct.
[1770.76s -> 1773.76s]  And we would not be a party to it, so we could not alter that arrangement.
[1773.76s -> 1780.76s]  It seems to me there's a little conflict here between what is going to be easily enforceable and what is going to be easily reversible.
[1780.76s -> 1789.76s]  The thing from the neighborhood's point of view, which is going to be easiest to enforce, is also something which we could reverse on a 4-3 vote with very little notice.
[1790.76s -> 1799.76s]  If they wanted to maintain the ability to hold that restrictive covenant to their own authority, then it would be more difficult for them to enforce it.
[1799.76s -> 1807.76s]  Is there a way we can get to best of both worlds where the neighborhood could have a measure of certainty that the city council would not on its own volition reverse it,
[1807.76s -> 1810.76s]  but at the same time the city would be in a position to enforce it?
[1810.76s -> 1818.76s]  You could ask the applicant if they agreed to enter into two continents, one public, one private, and then that one would be with Zilker, I guess,
[1818.76s -> 1823.76s]  one would be with the city, and each would be independent of the other, and each could be enforced.
[1823.76s -> 1826.76s]  Would you be willing to do that?
[1826.76s -> 1833.76s]  I don't know what the time trouble and cost would be associated with having two of these things, but I figure if you got one you may as well get two.
[1833.76s -> 1835.76s]  Proficiency could be a three-party agreement.
[1835.76s -> 1837.76s]  We could do that.
[1837.76s -> 1839.76s]  Could not be a three-party agreement.
[1839.76s -> 1843.76s]  I probably want to talk to law a little bit about that.
[1844.76s -> 1849.76s]  Usually our agreements are made with the property owner and do not involve a third party.
[1849.76s -> 1852.76s]  I prefer to do one versus another.
[1852.76s -> 1857.76s]  We're talking about 15 decibels here.
[1857.76s -> 1861.76s]  It's only the last 50 decibels that really hurt you, though.
[1861.76s -> 1862.76s]  Really?
[1862.76s -> 1863.76s]  It's a big time.
[1863.76s -> 1864.76s]  We were on the scale.
[1864.76s -> 1865.76s]  That's logarithmic, though.
[1865.76s -> 1867.76s]  It's probably twice as well.
[1867.76s -> 1869.76s]  It's very much like that.
[1870.76s -> 1882.76s]  I feel like a public restrictive covenant would end up being easier to put together, and it would be much easier to certainly get the terms on.
[1882.76s -> 1898.76s]  I find if we craft the document with the right verbiage and set the burden such that the intent is written so that the intent is clear behind the document, it would take a pretty phenomenal circumstance for city council members to go back and say, yeah, we were just kidding.
[1898.76s -> 1899.76s]  We were just kidding.
[1899.76s -> 1900.76s]  We'll remove it.
[1900.76s -> 1906.76s]  So I'd prefer to do a public restrictive covenant just because I know we can do that on a faster timetable.
[1906.76s -> 1910.76s]  Then go through another long negotiation with Zilker.
[1910.76s -> 1919.76s]  I'd rather just do it with Greg and get it filed and let my clients start their build out because they're on the lease.
[1919.76s -> 1924.76s]  Thanks.
[1924.76s -> 1926.76s]  Anything else?
[1926.76s -> 1929.76s]  No, but your motion on this item?
[1929.76s -> 1933.76s]  Well, it depends on what the motion is.
[1933.76s -> 1939.76s]  If there are additional changes, it would be first reading only.
[1939.76s -> 1941.76s]  Mayor?
[1941.76s -> 1942.76s]  Councillor Spelman.
[1942.76s -> 1951.76s]  A little approval on first reading subject to the development of public restrictive covenant restricting noise levels to 70 decibels.
[1952.76s -> 1964.76s]  Councillor Spelman moves to close public hearing and develop for second and third reading a public restrictive covenant limiting the noise level of the perimeter to 70 dB.
[1964.76s -> 1965.76s]  Is that correct?
[1965.76s -> 1966.76s]  Councillor.
[1966.76s -> 1969.76s]  Is there a second for that motion?
[1969.76s -> 1973.76s]  Second by council member shade.
[1973.76s -> 1975.76s]  Further discussion?
[1975.76s -> 1977.76s]  Councillor Morrison.
