Zoning Case: NPA-2014-0009.01
Meeting Date: 2015-05-28T00:00:00.000
Agenda Item: 9
Source URL: http://austintx.swagit.com/play/46346/0/
================================================================================

[0.00s -> 7.12s]  The only other items that were left were on this agenda was the zoning case.
[1367.20s -> 1370.20s]  Because we didn't know frankly what the commission would do that previous night.
[1370.20s -> 1371.20s]  I don't understand that too.
[1371.20s -> 1374.20s]  We're going to go to public speakers at this point.
[1374.20s -> 1376.20s]  Louisa, Brinsmaid.
[1380.20s -> 1381.20s]  Tracy.
[1381.20s -> 1382.20s]  Hi.
[1382.20s -> 1384.20s]  You have six minutes.
[1384.20s -> 1385.20s]  Louisa.
[1387.20s -> 1388.20s]  Thank you.
[1388.20s -> 1390.20s]  Hello, council members.
[1390.20s -> 1391.20s]  Mayor, Mayor Pro Tem.
[1391.20s -> 1393.20s]  Thank you for your time.
[1393.20s -> 1395.20s]  I really wanted to start.
[1396.20s -> 1404.20s]  Well, my name is Louisa Brinsmaid and I'm the Secretary of Sweet Hill Neighborhood Association and the Vice President of Ocean, our essential east planning team.
[1404.20s -> 1414.20s]  And I first wanted to say how grateful I am to the council for your consideration of this case over the past several, I guess it's been months.
[1414.20s -> 1419.20s]  And I appreciate your time and effort that you've spent.
[1420.20s -> 1427.20s]  I don't want to disagree with Mr. Russhoven, but there are a few points that I have to clarify.
[1427.20s -> 1432.20s]  One is that the 1506 Waller property has never been approved for demolition.
[1432.20s -> 1437.20s]  Mr. Russhoven says that all four of the cottages have been approved twice over.
[1437.20s -> 1438.20s]  That is not true.
[1438.20s -> 1441.20s]  1506 Waller bungalow has never been approved for demolition.
[1441.20s -> 1448.20s]  I look back as far as 1986 and before that it was a Stosswinder family and they of course would never have done that.
[1449.20s -> 1455.20s]  I also wanted to point out that the planning commission already has a recommendation for you on this case.
[1455.20s -> 1465.20s]  And so I am interested in the idea of the council initiating historic zoning on the entire complex today.
[1465.20s -> 1471.20s]  I think that would be an excellent solution and of course it would give us more time.
[1471.20s -> 1482.20s]  And the reason I'm asking for time is because we have a development and that is that we have a buyer for this property and the buyer has made an offer.
[1482.20s -> 1486.20s]  And I believe the offer has been rejected.
[1486.20s -> 1492.20s]  However, it is almost more than twice what the owner paid for this property.
[1492.20s -> 1504.20s]  But I am hoping, and I spoke with Mr. Cesaro briefly about this, that we can spend some time over the next month trying to come up with a solution that is good for everyone.
[1504.20s -> 1517.20s]  It's great for the neighborhood this new buyer would like to have historic designation and preserve and rehab all of the cottages and maintain single family on all three tracks.
[1517.20s -> 1526.20s]  And I think that we have a real opportunity here for Mr. Peoples, for the neighborhood and for the new buyer.
[1526.20s -> 1537.20s]  So I would urge you to give us some time in whatever form or shape that takes so that we can actually sit down and have conversations and come up with a good solution.
[1538.20s -> 1549.20s]  So I would be for sure in favor of the suggestion that the council moved forward with historic zoning on all of the homes and we go back to HLC.
[1549.20s -> 1551.20s]  It will give us more time and the potential.
[1551.20s -> 1559.20s]  I think I also wanted to say that I believe the council has not seen the background on these properties on this compound.
[1560.20s -> 1567.20s]  And of course, HLC was not given the opportunity to see that information that my colleague and I brought forward,
[1567.20s -> 1579.20s]  which included a tech stock intensive level survey in 2004 of all of these properties and all of the properties from the lake all the way north to Renley Street.
[1579.20s -> 1592.20s]  This survey, completed by HHM, describes these properties, all of the structures as contributing structures to a potential natural historic district in Sweet Hill for the entire subdivision.
[1592.20s -> 1601.20s]  That information along with all of the family history and connections and associations with the Stoswenders and along with an analysis of the homes themselves.
[1601.20s -> 1608.20s]  None of that information was included in the backup for the HLC and I handed it out myself, but of course they didn't have time to read it.
[1609.20s -> 1619.20s]  Excuse me, so I think I would appreciate the opportunity to bring all of that research that took many months for us to complete interviews with the families, etc.
[1619.20s -> 1629.20s]  I would like to be able to have a chance to bring that forward to you and of course give the HLC time if that's the way it goes to review that information.
[1630.20s -> 1638.20s]  I believe that if you saw it and if they saw it, their decision about these properties would be different than what they first decided.
[1638.20s -> 1644.20s]  So I believe they would support historic zoning for all of the homes and preserve the history and culture of this compound.
[1644.20s -> 1647.20s]  It is emblematic of our entire neighborhood.
[1647.20s -> 1650.20s]  We are very close knit, tight community.
[1650.20s -> 1660.20s]  This cluster of homes represents that tight knit community and a culture of moderate income, modest people in modest homes.
[1660.20s -> 1671.20s]  It's sort of an every man complex and I believe it deserves recognition as so few properties and neighborhoods are able to enjoy these days.
[1671.20s -> 1683.20s]  So please take a moment to consider giving us some time for the buyer to come up with an acceptable offer in whatever form or shape that may take.
[1683.20s -> 1684.20s]  I appreciate your time.
[1684.20s -> 1686.20s]  Thank you so much for your consideration.
[1686.20s -> 1689.20s]  Thank you, Ms. Brinsbade.
[1689.20s -> 1696.20s]  Our next speaker is Mr. William Minor.
[1697.20s -> 1707.20s]  And just so we know we have Mr. Minor signed up to speak and then Mr. Sheehan and that's the last registered speaker.
[1707.20s -> 1711.20s]  So if you'd like to speak, if you could give your name to the city clerk, please.
[1711.20s -> 1719.20s]  Mr. Cesars.
[1719.20s -> 1720.20s]  My name is Bruce Sheehan.
[1720.20s -> 1725.20s]  I am a member of the board at Sweet Hill neighborhood association.
[1726.20s -> 1729.20s]  I'm not as eloquent as a lot of people are.
[1729.20s -> 1738.20s]  I simply want to say I think a postponement on the demolitions permits is in order to some of the straightens out.
[1738.20s -> 1745.20s]  A lot has happened in the last few days and we don't want to move too fast.
[1746.20s -> 1753.20s]  This is these are houses that have residents in them.
[1753.20s -> 1758.20s]  And they also are very affordable homes.
[1758.20s -> 1764.20s]  And I don't see why we can't hold off on demolition permits for a while.
[1764.20s -> 1772.20s]  Until there's no plans for the property at this point and I don't see the purpose of tearing them down.
[1772.20s -> 1780.20s]  If there's no plan for the neighbor, for what's going to go in on this property.
[1780.20s -> 1783.20s]  And that's all I really want to say.
[1783.20s -> 1788.20s]  Thank you.
[1788.20s -> 1792.20s]  If I could, Mr. Cesars, just ask you to pause for one minute.
[1792.20s -> 1796.20s]  I'm going to, and actually we do have Mr. Sheehan signed up next.
[1796.20s -> 1797.20s]  That was, I apologize.
[1797.20s -> 1799.20s]  I thought you were Mr. Minor.
[1799.20s -> 1802.20s]  I'd like to just call our city attorney up for just a minute.
[1802.20s -> 1806.20s]  We've heard a few suggestions of actions that we might be able to take today.
[1806.20s -> 1813.20s]  But as I understand, we are not posted to initiate a historic zoning where that the will of the council.
[1813.20s -> 1820.20s]  And it is not a council action to do anything with regard to demolition permits.
[1820.20s -> 1824.20s]  And I wanted to just invite you to speak to that.
[1824.20s -> 1827.20s]  You are correct about that.
[1827.20s -> 1832.20s]  Today, even if the council decided they wanted to initiate a zoning case, they couldn't do it today.
[1832.20s -> 1833.20s]  It's not posted.
[1833.20s -> 1838.20s]  But that could be on next week's agenda if that was the will of the council.
[1838.20s -> 1841.20s]  And today all we have is a withdrawal.
[1841.20s -> 1842.20s]  We don't have a case.
[1842.20s -> 1845.20s]  We actually have nothing to do today.
[1845.20s -> 1847.20s]  Okay. I appreciate that clarification.
