Zoning Case: C14-2014-0157
Meeting Date: 2015-04-23T00:00:00.000
Agenda Item: 40
Source URL: http://austintx.swagit.com/play/45675/0/
================================================================================

[0.00s -> 9.00s]  We're on a non-consent agenda. It gets us to item number 40.
[332.96s -> 337.04s]  Thank you, Mayor and Council.
[337.04s -> 350.12s]  Earlier this afternoon, I talked about how a developer was able to work with the neighborhoods to make some kind of common ground about how we could live together.
[351.04s -> 359.68s]  And it concerns me that, I think it was last Thursday, if I'm not mistaken, the days go flying by now.
[359.68s -> 373.96s]  The developer indicated that without going through this process is making it harder for him to do what the neighborhood deserves.
[374.64s -> 382.52s]  And so it seems contradictory to me that he knows what's best for the neighborhood and not the people in the neighborhood.
[382.52s -> 387.44s]  And so while I was pleased on the one hand to have that very positive experience,
[387.44s -> 395.28s]  I was very disappointed on this hand to see that they were not able to come to some kind of middle ground,
[395.28s -> 403.04s]  recognizing and respecting that neighbors have rights to, especially developers who have not even brought the property yet.
[403.04s -> 408.20s]  The other thing that concerns me is that when I looked at Pillar Elementary School,
[408.20s -> 415.64s]  like many of the schools in my neighborhood, there are many children who are on reduced fares and reduced lunches.
[415.64s -> 424.36s]  And that means that their parents are not able to at a high resource level able to provide the necessary supports for them.
[424.36s -> 429.00s]  And so I'm concerned that this development will impact in a very negative way.
[429.96s -> 440.32s]  The people who actually live in that neighborhood, they go to Pillar Elementary School, who will not be able to afford anything in this development.
[441.36s -> 446.28s]  Even though we talk about affordability, we've never even talked about accessibility.
[446.28s -> 450.12s]  That's one of the things about smart housing, is it accessible?
[450.12s -> 455.64s]  So of these 300 units, are there going to be any for people who have disabilities so
[455.64s -> 461.64s]  that they could also live in this new area and have an opportunity to live here?
[461.64s -> 469.52s]  So I'm still not going to be able to support this resolution as it's presented because of those reasons.
[469.52s -> 477.72s]  And again, I'm very disappointed that there was not a more genuine attempt to work with the neighbors to come to some resolution.
[477.72s -> 484.72s]  Further discussion on this item?
[484.72s -> 485.72s]  We have a motion.
[485.72s -> 493.72s]  Mr. Mayor, addressing her question about accessibility, I'm bad at remembering what all the letters in Smart Stand 4 does the A stand 4 accessible?
[493.72s -> 497.72s]  And could we get some clarification from staff as to what that implies?
[497.72s -> 500.72s]  Sure, Betsy Spencer, Director of Neighborhood Housing.
[500.72s -> 502.72s]  Yes, the A does stand for accessible.
[502.72s -> 505.72s]  We require 10% of the units be accessible.
[505.72s -> 507.72s]  Federal guidelines only require 5.
[507.72s -> 514.72s]  But here in Austin, we actually require 10, both with our program, any program that we fund and or smart housing.
[514.72s -> 520.72s]  The other thing I'll let you know is that all ground floor units, this is a code requirement, are adaptable.
[520.72s -> 528.72s]  Which means that they would be easily adapted to be accessible, if needed, above and beyond the 10%.
[528.72s -> 529.72s]  Thank you.
[529.72s -> 534.72s]  And again, just to clarify, because I did say a bit of a mouthful there in my comments.
[534.72s -> 545.72s]  And for those listening, the motion that I made includes 45 units at the 80% MFI level as described.
[545.72s -> 555.72s]  And I believe that some of the questions we asked earlier in first and second reading about unit mixed were also answered in our backup.
[556.72s -> 570.72s]  And it's very clear to me, looking at the monthly savings, one receives on the efficiency units, which is what I think would most likely be most of what we get on the zoning that's passed in first and second reading.
[570.72s -> 584.72s]  It would only be $15, $20, $30 a month in savings on those units, but on the larger units with multiple bedrooms, there's sometimes $1,500, $1,700 a month in savings on those units.
[584.72s -> 594.72s]  And so that is a substantial difference in what was proposed on first and second reading versus what I've motioned for right now here on third.
[594.72s -> 599.72s]  Is there further discussion?
[599.72s -> 606.72s]  I have some questions on.
[606.72s -> 615.72s]  That maybe Mr. Rustoven can help me with earlier this afternoon, there was some discussion about a different approach to this.
[615.72s -> 630.72s]  To this project that would be more that would provide more certainty for affordable units, because that is the direction this council is looking in.
[630.72s -> 639.72s]  The smart housing does not provide any real certainty of affordable housing, because we can't require it.
[639.72s -> 641.72s]  It is strictly voluntary.
[641.72s -> 658.72s]  So the concept that as I understand it is what's considered as CSV and I was hoping Mr. Rustoven or some other staffer, Mr. Rustoven could explain that to us and what that would look like at this site.
[658.72s -> 662.72s]  And how that might fit into the neighborhood.
[662.72s -> 663.72s]  Okay.
[663.72s -> 672.72s]  The CSV would allow for the existing uses that allowed the property because the CS only would remain.
[672.72s -> 682.72s]  It would also add the V, what we call the VMU overlay, which would allow the developer would not require him, but would allow him the opportunity, if he so chose, to take advantage of that program.
[682.72s -> 684.72s]  It's a density bonus program.
[684.72s -> 688.72s]  What it does is it requires the developer to provide affordable housing.
[688.72s -> 691.72s]  I can give him more detail about that in a second.
[691.72s -> 695.72s]  It allows the required to provide mixed use.
[695.72s -> 698.72s]  That's not an option on the ground floor.
[698.72s -> 704.72s]  It would give the developer unlimited density, which is what MF6 does also.
[704.72s -> 709.72s]  It would give the developer reduced parking and it would give the developer reduced setbacks.
[709.72s -> 712.72s]  It would leave the FAR at 2.0.
[712.72s -> 715.72s]  The FAR could not be increased.
[715.72s -> 722.72s]  Right now the motion is on the table, it would increase it to 2.7 from 2.0, which is what the motion was in the second reading.
[722.72s -> 726.72s]  And I think that that 2.7 is needed to get the units up to 300.
[726.72s -> 736.72s]  So V is something that you have two things that you're required to do, affordable housing and mixed use, and it gives you three things, a limited density, reduced parking and reduced setbacks.
[736.72s -> 738.72s]  It's entirely a voluntary program.
[738.72s -> 742.72s]  It's a density bonus program like in downtown, like in the Todd's.
[742.72s -> 750.72s]  If you did CSV, what the developer could do on the property is either it uses a lot under CS, plus whatever COs you throw on top of it.
[750.72s -> 761.72s]  And then if you wanted to do residential, the only opportunity to do residential under a CSV scenario would be to participate in the V program, which you would do those two things and get to three things.
[762.72s -> 778.72s]  However, if I can go to more detail on affordability real quick, at one point, probably about seven, eight years ago, the council had this thing called the opt-in opt-out VEMU process, whereby along certain core transit corridors were identified in an ordinance,
[778.72s -> 789.72s]  the city council said the V applies to these entire streets and the neighborhoods kind of went through on a parcel by parcel basis and asked for certain ones to be taken out, but they also determined an affordability level.
[789.72s -> 799.72s]  So the affordability level is 10% of the units at either 80% MFI or 60% MFI, depending upon which specific transit corridor there are.
[799.72s -> 805.72s]  This stretch of road was not identified as a core transit corridor, although it does have excellent transit service.
[805.72s -> 808.72s]  So we don't have a 60 or an 80 number established.
[808.72s -> 818.72s]  So if the council were to do CSV, I guess at that time we would ask the council to specify whether they chose the 60% MFI or the 80% MFI affordability level.
[819.72s -> 830.72s]  If the council did want to do the CSV, the staff would be required to re-notify the case because today it's notified for a multifamily category and CSV is considered to be more intense.
[830.72s -> 833.72s]  So we would actually ask that you postpone the item.
[833.72s -> 844.72s]  We would re-notify it and we would bring it back at the first available opportunity probably about four weeks away because we have to take our newspaper notice and go through the notification process.
[844.72s -> 851.72s]  We would also have to have the public hearing again because the whole purpose of notifying is to have a public hearing.
[851.72s -> 856.72s]  So really we'd be back at first reading. Now that doesn't mean we couldn't do all three readings.
[856.72s -> 865.72s]  You know, I mean at that same time if there were seven votes, if we had the ordinance ready, but we essentially kind of we would not be coming back at a third reading stage.
[865.72s -> 871.72s]  We'd be coming back at a first reading stage with a proposal for CSV.
[871.72s -> 882.72s]  My thinking on this colleagues would be to, if you're interested, would be to offer this as a substitute motion to the one that Mr. Qasar has laid out.
[882.72s -> 893.72s]  And I would in search of the affordability factor, which is important to this council, I would like to investigate.
[893.72s -> 908.72s]  My preference would be a 60% MFI because I think that would reach into the economic demographic that is our, from a policy perspective, the middle income and the missing middle that we're looking for.
[908.72s -> 914.72s]  It would put certainty and predictability in the number of units that would be in fact considered affordable.
[914.72s -> 916.72s]  Can you speak a little more specifically to that?
[917.72s -> 925.72s]  Yes, with regard to affordability, right now with the standard MFC zoning case, we cannot require affordability as a condition of the zoning approval.
[925.72s -> 926.72s]  You cannot.
[926.72s -> 927.72s]  We cannot.
[927.72s -> 928.72s]  Okay.
[928.72s -> 934.72s]  That is because of what's known as the prohibition against inclusionary zoning, also known as the Baxter bill, Texas state law.
[934.72s -> 938.72s]  However, VMU is a density bonus program.
[938.72s -> 943.72s]  It's an optional thing that you would choose to take advantage of if you wanted to.
[943.72s -> 950.72s]  So when we have those type of programs, then we can require affordability because you're voluntarily entering into the program.
[950.72s -> 956.72s]  So we, like I said, we already have an established 10% at either 60 or 80 for VMU type projects.
[956.72s -> 958.72s]  It's for a 40 year term.
[958.72s -> 970.72s]  What the developers proposing right now with the motion that our customer because ours made is that the developer is offering to participate in the smart housing program.
[971.72s -> 976.72s]  You know, meaning at the level, it's outlined in the letter that you all have, you know, the 15% with the unit mix, et cetera.
[976.72s -> 977.72s]  But it does not.
[977.72s -> 983.72s]  That is, again, his voluntary option about whether he wants to participate in that program.
[983.72s -> 988.72s]  However, we cannot make participation in that program a condition of the MFC zoning.
[988.72s -> 997.72s]  And when I refer to the unlimited density as well in the CSV, by unlimited density, I mean, there's not what we call a site area requirement.
[997.72s -> 1002.72s]  However, the number of units would, of course, be capped by other factors other than what we call site area requirements.
[1002.72s -> 1008.72s]  So the FAR, the height, the impervious cover limits, the parking, et cetera, et cetera.
[1008.72s -> 1011.72s]  So by unlimited, I don't mean there'd be, you know, you could put up a thousand units.
[1011.72s -> 1016.72s]  It would just be, it wouldn't be a site area requirement, which we wouldn't call it.
[1016.72s -> 1024.72s]  And with the CSV, we would have the community benefit of commercial retail on the first floor.
[1024.72s -> 1029.72s]  There would be a requirement for mixed use of maybe retail, maybe restaurant.
[1029.72s -> 1034.72s]  But there would be a mandatory requirement for mixed use if he chose to participate in the V.
[1034.72s -> 1039.72s]  Ms. Kachen?
[1039.72s -> 1042.72s]  I'm sorry.
[1042.72s -> 1044.72s]  Clarify.
[1044.72s -> 1053.72s]  If we were to vote to approve this type of zoning, the CSV, then the developer,
[1053.72s -> 1060.72s]  not voluntary in the sense that the developer can choose to go forward, but he would be developing under that, right?
[1060.72s -> 1067.72s]  It would be, it would not be voluntary, it would be voluntary in the sense that he could still take advantage of the CS zoning.
[1067.72s -> 1072.72s]  So he could build anything that would be allowed under CS zoning, which frankly is what the property has today.
[1072.72s -> 1076.72s]  So he essentially talked about, let's maintain the status quo with regard to that.
[1076.72s -> 1081.72s]  If he chose to do any type of residential project, if he just did CSV,
[1081.72s -> 1087.72s]  the only way he could do residential would be to participate in the VMU program.
[1087.72s -> 1093.72s]  So it does give a certainty on the affordable housing,
[1093.72s -> 1099.72s]  whereas we don't have certainty on the affordable housing under the smart housing program.
[1099.72s -> 1104.72s]  It would give certainty to the extent that if he were to choose to do residential,
[1104.72s -> 1107.72s]  he would be required to do affordable housing.
[1107.72s -> 1114.72s]  Under the MF6 zoning, he could participate in the smart housing program, but he's not obligated to.
[1114.72s -> 1121.72s]  So what we're getting from this is I hear it is an additional level of certainty for affordable housing.
[1121.72s -> 1125.72s]  Okay, thank you.
[1125.72s -> 1130.72s]  Ms. Tovo, Ms. Garza, and then Ms. Gallo.
[1130.72s -> 1136.72s]  Mr. Estoban, I have a couple questions, and then I wanted to talk about to speak to the CSV option.
[1136.72s -> 1140.72s]  But if this council was interested in exploring that option,
[1140.72s -> 1144.72s]  it's my understanding the case would not need to go back to the Planning Commission.
[1144.72s -> 1146.72s]  It could come directly back to Council, is that correct?
[1146.72s -> 1147.72s]  That's correct.
[1147.72s -> 1152.72s]  And usually there's a fee associated with the notification that's paid by the applicant.
[1152.72s -> 1157.72s]  Would we have the option of waiving that fee so that there's no cost to the applicant?
[1158.72s -> 1161.72s]  Yes, the Council directed us to re-notify it.
[1161.72s -> 1165.72s]  We would take that as a city initiative, not something that the developer was requesting.
[1165.72s -> 1170.72s]  Great, so that cost would not be borne by the developer, potential developer.
[1170.72s -> 1179.72s]  I think this is a real interesting option to consider, and I would be supportive of this motion if it gets a second.
[1180.72s -> 1189.72s]  I think it allows the developer to do what he said he wants to do if he purchases a track, which is to develop residential on it.
[1189.72s -> 1196.72s]  And it does, as has been said, provide some flexibility in terms of using the parking restrictions.
[1196.72s -> 1204.72s]  But we know that if he moves forward with purchasing the track and moves forward with creating residential units on that site,
[1204.72s -> 1211.72s]  that those will be affordable, and they'll be affordable for a longer term than what would be available under smart housing.
[1211.72s -> 1214.72s]  And potentially available at a lower level of affordability.
[1214.72s -> 1223.72s]  So I think that would be a real benefit if what we're trying to see there is a mixed income project of which a substantial or a component is affordable.
[1223.72s -> 1233.72s]  I think this provides us with certainty, as has been said, smart housing is an option that the developer can opt to do on up to the last minute.
[1233.72s -> 1237.72s]  So that's, you know, the zoning today would have no impact on that.
[1237.72s -> 1243.72s]  So I'm very supportive of moving forward with the CSV.
[1243.72s -> 1248.72s]  Okay, I think the next speaker was Ms. Garza.
[1248.72s -> 1255.72s]  Just for the sake of discussion, I'm confused on why I feel like we really muddied the water's ear.
[1256.72s -> 1262.72s]  I was on board with the 225, the way it was presented, the way it was supposed to be on third reading.
[1262.72s -> 1275.72s]  And I understood the neighborhood's concerns, but then I was also getting feedback from other neighbors and other business owners saying we support it.
[1275.72s -> 1280.72s]  So I feel like I'd heard equally from some neighbors saying they didn't support and some neighbors saying they didn't.
[1280.72s -> 1287.72s]  I always do like to see, you know, both sides are being reasonable and, you know, how we're figuring this out.
[1287.72s -> 1296.72s]  And now with the CSV option, it seems like this, if there's retail on the first floor, that's a traffic issue.
[1296.72s -> 1300.72s]  That was one of the biggest concerns we heard from the neighborhood was traffic.
[1300.72s -> 1309.72s]  And in my limited time of understanding zoning cases, when you add a retail option or commercial option, you're increasing trip counts.
[1310.72s -> 1316.72s]  And then there's no cap on density with the CSV or I think it's V.
[1316.72s -> 1324.72s]  I'm just, we're going in a direction, it seems like I thought we were coming here and now we're going way on this side with adding more units.
[1324.72s -> 1332.72s]  So I just, I don't understand why we are not staying with the third reading, which is what I am supportive of.
[1332.72s -> 1333.72s]  Ms. Gallop.
[1334.72s -> 1336.72s]  I'm sorry.
[1336.72s -> 1337.72s]  Yes.
[1337.72s -> 1338.72s]  Thank you.
[1338.72s -> 1343.72s]  I, you know, I too am going to support the motion for the third reading on the MS-6.
[1343.72s -> 1352.72s]  This, it seems like we've had this discussion so long, I can't really remember what I've said before and what I haven't said before and I hate to keep repeating myself.
[1352.72s -> 1356.72s]  But, you know, this project came to us as a market rent project.
[1356.72s -> 1362.72s]  And we address affordability in this town, which everyone keeps saying we have an issue with and we do have an issue with.
[1362.72s -> 1365.72s]  But we address it on two fronts.
[1365.72s -> 1371.72s]  You know, there's the market rate affordability factor and it's supply and demand.
[1371.72s -> 1379.72s]  So as we can produce more supply to meet the demand, then the market rate affordability improves.
[1379.72s -> 1383.72s]  And that is what this project will do, absolutely.
[1383.72s -> 1391.72s]  The developer, the potential developer has come forward and offered as a component of this project affordable units,
[1391.72s -> 1400.72s]  which also address our desire to be able to provide more affordable units throughout all parts of Austin, not just certain parts of Austin.
[1400.72s -> 1404.72s]  You know, so the voluntary aspect of that, I really do appreciate.
[1404.72s -> 1411.72s]  We have heard, as Council Member Garza said, I've heard from lots of different voices, the Neighborhood Association.
[1411.72s -> 1418.72s]  I've heard, and they, when I asked the question of how many renters were actually participating in the Neighborhood Association, it was minimal.
[1418.72s -> 1422.72s]  And I've heard from renters in the Neighborhood who would like other housing options.
[1422.72s -> 1427.72s]  It's a very dated, older housing stock in this area.
[1427.72s -> 1433.72s]  And there is a good portion of our community that would like newer housing, more modern housing with those amenities.
[1433.72s -> 1437.72s]  And this addresses those concerns and those desires.
[1437.72s -> 1447.72s]  And I've also heard from the businesses up and down, Burnet Road, who say, you know, they need residents in the neighborhood to be able to support the restaurants and the businesses that are up and down that corridor.
[1448.72s -> 1452.72s]  It also addresses the fact that it's in a core transit center.
[1452.72s -> 1457.72s]  And we talk about trying to do things that help reduce traffic on our streets.
[1457.72s -> 1461.72s]  You know, the bike, it's a biking distance to a lot of different features.
[1461.72s -> 1466.72s]  It's very close to a lot of employers in the area, and the bus route is very close.
[1466.72s -> 1471.72s]  So on so many different levels, this is really a good project that I feel very comfortable embracing.
[1471.72s -> 1474.72s]  And I think we have a lot of support from the community for.
[1474.72s -> 1480.72s]  And I know there are people that do not support it, but we've heard from a lot of other people that do so.
[1480.72s -> 1481.72s]  Thank you.
[1481.72s -> 1483.72s]  People who haven't had a chance to speak yet.
[1483.72s -> 1485.72s]  Mr. Andrea?
[1485.72s -> 1487.72s]  Yes. Thank you, Mary.
[1487.72s -> 1490.72s]  I'm going to be supporting this revolution.
[1490.72s -> 1503.72s]  And I really want to tell the people of the neighborhoods that, you know, we have a tool in the city council, that the city council gave the neighborhoods.
[1503.72s -> 1505.72s]  And that's a contact team.
[1505.72s -> 1514.72s]  You need to really use this tool because through a contact team, you can make the decisions of what you want at a local level.
[1514.72s -> 1516.72s]  But you have to be open.
[1516.72s -> 1519.72s]  Contact teams are not neighborhood associations.
[1519.72s -> 1529.72s]  Contact teams are groups that people that are open, they go into a public meeting and decide what they want for their neighborhood.
[1529.72s -> 1534.72s]  And those are the tools that I recommend the community start taking advantage of.
[1534.72s -> 1537.72s]  But I am going to support it because I support affordable housing.
[1537.72s -> 1542.72s]  Thank you.
[1542.72s -> 1547.72s]  Okay. Mr. Eisler?
[1547.72s -> 1551.72s]  I guess I just want to echo what Council Member Garza and Gallo have said it.
[1551.72s -> 1556.72s]  I feel like we have had this conversation a couple times now.
[1556.72s -> 1568.72s]  I feel like the developer had made amendments to his original plan based on what the council directed of him and asked of him and the concerns of the neighborhood.
[1568.72s -> 1572.72s]  And I don't know, I feel like we're going in a completely different direction with this new.
[1572.72s -> 1580.72s]  I mean, it's such a significant change from what the original or the current project that's in front of us.
[1580.72s -> 1589.72s]  If we would be starting this process all over again and on top of that, I don't know that adding retail and increasing traffic is addressing the neighborhood concerns.
[1589.72s -> 1593.72s]  So I just do not want to start this project all over again.
[1593.72s -> 1608.72s]  I understand and agree with the interest in making sure that we have affordable housing and the developer, although he's not obligated to provide affordable housing, he has agreed in writing and he's committed to this council that he will.
[1609.72s -> 1619.72s]  And I'm sure that if he wants to do more projects in the city, he's going to have to make good on his promises so that the next time that he comes before us, we trust to take him at his word.
[1619.72s -> 1626.72s]  So I just would, we'll support the resolution in front of us.
[1626.72s -> 1632.72s]  Ms. Paul, do you want to move to amend to make it CSV?
[1632.72s -> 1636.72s]  Yes, I do. And then I wanted to see if I can get a second.
[1636.72s -> 1637.72s]  Is there a second?
[1637.72s -> 1638.72s]  Ms. Kitchen.
[1638.72s -> 1641.72s]  And then I wanted to respond to just a couple of things.
[1641.72s -> 1644.72s]  One, Mr. Russell, I've been to do something.
[1644.72s -> 1645.72s]  Yes, I'm sorry.
[1645.72s -> 1649.72s]  I would just like to clarify one statement I made earlier that I misspoke a little bit.
[1649.72s -> 1651.72s]  My friends at NHD corrected me.
[1651.72s -> 1657.72s]  There is a scenario under CSV where they could build residential and not be required to do the affordable housing.
[1657.72s -> 1664.72s]  That would be if they chose not to take advantage of the goodies or the bonuses that V gives you.
[1664.72s -> 1669.72s]  So if they were not doing, taking advantage of the element of density, not taking advantage
[1669.72s -> 1675.72s]  of the parking or the setbacks, then they could do residential without affordable housing,
[1675.72s -> 1679.72s]  but they would not receive those benefits.
[1679.72s -> 1684.72s]  So the unlimited density probably being the most important.
[1684.72s -> 1691.72s]  So you're now telling us that there's no requirement for the larger number of affordable units here.
[1692.72s -> 1701.72s]  Because I was interested in a 60% NFI and having a larger number of affordable units in the development.
[1701.72s -> 1708.72s]  I'm saying that he could come in under CSV, not take advantage of the density bonus provision,
[1708.72s -> 1713.72s]  not take advantage of the parking reduction, not take advantage of the setbacks, and still do residential.
[1713.72s -> 1719.72s]  If he wanted to take advantage of any one of those three things, then he would be required to do the affordable housing.
[1719.72s -> 1727.72s]  The unlimited density is what he is asking for with the MF6, and it is what he would get with the CSV.
[1727.72s -> 1733.72s]  If he chose not to use the unlimited density of the CSV or the parking or the bonuses,
[1733.72s -> 1742.72s]  then he could do residential, but he would have less residential than he could do because he would not receive the same thing he's getting with the MF6,
[1742.72s -> 1745.72s]  which is no site area requirements.
[1745.72s -> 1747.72s]  I think I understand that.
[1747.72s -> 1749.72s]  I'm sorry, it's very complicated.
[1749.72s -> 1765.72s]  So I just wanted to make it really clear that the original motion is for 300 units with no certainty on mix or affordable housing.
[1765.72s -> 1776.72s]  This substitute motion would, and the FAR is 2.7 to 1, which is how you get the more units.
[1776.72s -> 1789.72s]  Under CSV, the FAR is limited to 2 to 1, which is what this proposal was originally, and it limits the number of units because of the FAR 2.
[1789.72s -> 1794.72s]  It would actually not limit the number of units per se, unless you chose to put a cap on it.
[1794.72s -> 1801.72s]  However, the FAR limit, the height limit, which would be 60, which he's also already agreed to with the MF6.
[1801.72s -> 1806.72s]  The FAR, the height, et cetera, would provide a natural cap on the number of units.
[1806.72s -> 1814.72s]  So there would not be an absolute number if he were to take advantage of the V program, but it would, of course, be limited by those other factors.
[1814.72s -> 1825.72s]  But in the conversations that we had earlier today, it sounded like that number was closer to 225, which is what the applicant had agreed to on second reading.
[1825.72s -> 1840.72s]  So this proposal effectively moves us back to the number that he had agreed to on second reading, which is what I was aiming for after feeling like this proposal had gone the wrong direction.
[1841.72s -> 1850.72s]  Yes, I would believe that because the FAR would fall back to today, the proposal on the table right was walking the door was 225 at 2 to 1 FAR.
[1850.72s -> 1855.72s]  And the motion on the customer because our made is for 300 at 2.7 to 1 FAR.
[1855.72s -> 1863.72s]  So I made the, I want to spoke to you earlier, I made the presumption that if it goes back to 2.0 FAR, which is the max you could do under CSV,
[1863.72s -> 1868.72s]  that the units would probably, again, fall back to 225, maybe even a little bit less,
[1868.72s -> 1871.72s]  because you'd have to provide for the mixed use.
[1871.72s -> 1875.72s]  Right, the community benefit of having commercial on the first floor.
[1875.72s -> 1876.72s]  Correct.
[1876.72s -> 1888.72s]  I will also speak to the traffic issue and the commercial, because that is what it's currently zoned, and the neighborhood is fine with it continuing to be the existing commercial zoning,
[1888.72s -> 1894.72s]  and they would welcome, and they don't have a problem with the traffic that is generated by that.
[1894.72s -> 1896.72s]  That's what they have currently.
[1896.72s -> 1899.72s]  I also wanted to make one correction.
[1899.72s -> 1904.72s]  This neighborhood does not have a contact team.
[1904.72s -> 1911.72s]  The reason the neighborhood doesn't have a contact team is because they have not yet had a neighborhood planned on.
[1911.72s -> 1925.72s]  So they are limited in the, I mean, they've done their own organizing, and they are attempting as best they can to speak as clearly and as inclusively as they possibly can.
[1925.72s -> 1935.72s]  Given the limited number of tools they have, I think that North Shore Creek had wanted to have a neighborhood plan done by now.
[1935.72s -> 1949.72s]  There were shifts in how staff were assigned in the planning and development review department in the previous year, which put the staff over on the burnout corridor study.
[1949.72s -> 1955.72s]  So they were queued up to do the plan and would have had a contact team, but they don't.
[1955.72s -> 1978.72s]  So this is their best efforts and mine to try to help them and also to bring a quality asset to that part of the city that would attempt to balance the desires of the developer to make his finances on this and to bring a newer product
[1978.72s -> 1987.72s]  to that part of the city, but recognizing that what's there now is not quite up to that level of sophistication or cost.
